Loinc_2.74_Export_20230727233915
LOINC_NUM,COMPONENT,PROPERTY,TIME_ASPCT,SYSTEM,SCALE_TYP,METHOD_TYP,CLASS,VersionLastChanged,STATUS,CLASSTYPE,ORDER_OBS,EXTERNAL_COPYRIGHT_NOTICE,EXAMPLE_UNITS,LONG_COMMON_NAME,EXAMPLE_UCUM_UNITS,VersionFirstReleased,LHCForms,FormalName
85270-7,Furcation site,Anat,Pt,Tooth,Nom,,DENTAL,2.58,ACTIVE,2,Observation,,,Furcation site Tooth,,2.58,FALSE,Furcation site:Anat:Pt:Tooth:Nom:
85271-5,Frenum involvement site,Anat,Pt,Oral cavity,Nom,,DENTAL,2.58,ACTIVE,2,Observation,,,Frenum involvement site Oral cavity,,2.58,FALSE,Frenum involvement site:Anat:Pt:Oral cavity:Nom:
85272-3,Bleeding on probing,PrThr,Pt,Tooth,Ord,,DENTAL,2.58,ACTIVE,2,Observation,,,Bleeding on probing Tooth,,2.58,FALSE,Bleeding on probing:PrThr:Pt:Tooth:Ord:
90855-8,Posterior inter-arch deviation,Type,Pt,Teeth and gum,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,Posterior inter-arch deviation Teeth and gum,,2.65,FALSE,Posterior inter-arch deviation:Type:Pt:Teeth and gum:Nom:
90856-6,Crossbite teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Observation,,#,Crossbite teeth [#],{#},2.65,FALSE,Crossbite teeth:Num:Pt:Teeth and gum:Qn:
90857-4,Closed-spaced teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Observation,,#,Closed-spaced teeth [#],{#},2.65,FALSE,Closed-spaced teeth:Num:Pt:Teeth and gum:Qn:
90858-2,Open-spaced teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Observation,,#,Open-spaced teeth [#],{#},2.65,FALSE,Open-spaced teeth:Num:Pt:Teeth and gum:Qn:
90859-0,Rotated teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Observation,,#,Rotated teeth [#],{#},2.65,FALSE,Rotated teeth:Num:Pt:Teeth and gum:Qn:
90860-8,Crowded teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Observation,,#,Crowded teeth [#],{#},2.65,FALSE,Crowded teeth:Num:Pt:Teeth and gum:Qn:
90861-6,Missing teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Both,,#,Missing teeth [#],{#},2.65,FALSE,Missing teeth:Num:Pt:Teeth and gum:Qn:
90862-4,Malocclusion index,Score,Pt,Teeth and gum,Qn,Calculated,DENTAL,2.65,ACTIVE,2,Observation,,score,Malocclusion index Teeth and gum Calculated,{score},2.65,FALSE,Malocclusion index:Score:Pt:Teeth and gum:Qn:Calculated
90863-2,Labio-lingual spread,Len,Pt,Mouth,Qn,Measured,DENTAL,2.65,ACTIVE,2,Observation,,mm,Labio-lingual spread [Length] Mouth Measured,mm,2.65,FALSE,Labio-lingual spread:Len:Pt:Mouth:Qn:Measured
90864-0,Dental abnormalities impacting orthodontic care,Find,Pt,Teeth and gum,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,Dental abnormalities impacting orthodontic care,,2.65,FALSE,Dental abnormalities impacting orthodontic care:Find:Pt:Teeth and gum:Nom:
90865-7,Craniofacial anomalies impacting orthodontic care,Find,Pt,Head,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,Craniofacial anomalies impacting orthodontic care,,2.65,FALSE,Craniofacial anomalies impacting orthodontic care:Find:Pt:Head:Nom:
90866-5,Orthodontic preconditions,Find,Pt,^Patient,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,Orthodontic preconditions,,2.65,FALSE,Orthodontic preconditions:Find:Pt:^Patient:Nom:
90867-3,Airway problem impacting orthodontic treatment,Type,Pt,^Patient,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,Airway problem impacting orthodontic treatment,,2.65,FALSE,Airway problem impacting orthodontic treatment:Type:Pt:^Patient:Nom:
90868-1,Orthognathic surgery consideration summary,Find,Pt,^Patient,Nar,,DENTAL,2.65,ACTIVE,2,Both,,,Orthognathic surgery consideration summary Narrative,,2.65,FALSE,Orthognathic surgery consideration summary:Find:Pt:^Patient:Nar:
90870-7,Habits impacting orthodontic condition,Type,Pt,^Patient,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,Habits impacting orthodontic condition,,2.65,FALSE,Habits impacting orthodontic condition:Type:Pt:^Patient:Nom:
90871-5,Medical conditions impacting orthodontic condition,Hx,Pt,^Patient,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,History of Medical conditions impacting orthodontic condition,,2.65,FALSE,Medical conditions impacting orthodontic condition:Hx:Pt:^Patient:Nom:
90872-3,Supplemental information about orthodontic condition,Find,Pt,Oral cavity,Doc,,DENTAL,2.65,ACTIVE,2,Observation,,,Supplemental information about orthodontic condition Oral cavity Document,,2.65,FALSE,Supplemental information about orthodontic condition:Find:Pt:Oral cavity:Doc:
90928-3,Physical findings.mandibular condyle,Type,Pt,Mandible,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,Physical findings of Mandible condyle,,2.65,FALSE,Physical findings.mandibular condyle:Type:Pt:Mandible:Nom:
90929-1,Overjet teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Observation,,#,Overjet teeth [#],{#},2.65,FALSE,Overjet teeth:Num:Pt:Teeth and gum:Qn:
90930-9,Overbite teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Observation,,#,Overbite teeth [#],{#},2.65,FALSE,Overbite teeth:Num:Pt:Teeth and gum:Qn:
90931-7,Openbite teeth,Num,Pt,Teeth and gum,Qn,,DENTAL,2.65,ACTIVE,2,Observation,,#,Openbite teeth [#],{#},2.65,FALSE,Openbite teeth:Num:Pt:Teeth and gum:Qn:
90932-5,Severe traumatic deviations impacting orthodontic condition,Type,Pt,^Patient,Nom,,DENTAL,2.65,ACTIVE,2,Observation,,,Severe traumatic deviations impacting orthodontic condition,,2.65,FALSE,Severe traumatic deviations impacting orthodontic condition:Type:Pt:^Patient:Nom:
